+ACI-date+ACI-,+ACI-product+ACI-,+ACI-sales+ACI-,+ACI-day+AF8-of+AF8-week+ACI-,+ACI-month+ACI-,+ACI-quarter+ACI-,+ACI-year+ACI-,+ACI-day+AF8-of+AF8-year+ACI-,+ACI-sales+AF8-rolling+AF8-7+ACI-,+ACI-sales+AF8-rolling+AF8-30+ACI-,+ACI-sales+AF8-lag+AF8-1+ACI-,+ACI-sales+AF8-lag+AF8-7+ACI-,,
2024+AC0-07+AC0-24,+ACI-Widget A+ACI-,19,2,7,3,2024,206,+ACI-20.428571428571427+ACI-,+ACI-19.7+ACI-,+ACI-25.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-07+AC0-25,+ACI-Widget A+ACI-,22,3,7,3,2024,207,+ACI-21.428571428571427+ACI-,+ACI-20.033333333333335+ACI-,+ACI-19.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-07+AC0-26,+ACI-Widget A+ACI-,22,4,7,3,2024,208,+ACI-21.571428571428573+ACI-,+ACI-19.933333333333334+ACI-,+ACI-22.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-07+AC0-27,+ACI-Widget A+ACI-,20,5,7,3,2024,209,+ACI-21.0+ACI-,+ACI-20.133333333333333+ACI-,+ACI-22.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-07+AC0-28,+ACI-Widget A+ACI-,26,6,7,3,2024,210,+ACI-21.857142857142858+ACI-,+ACI-20.266666666666666+ACI-,+ACI-20.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-07+AC0-29,+ACI-Widget A+ACI-,19,0,7,3,2024,211,+ACI-21.857142857142858+ACI-,+ACI-20.233333333333334+ACI-,+ACI-26.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-07+AC0-30,+ACI-Widget A+ACI-,14,1,7,3,2024,212,+ACI-20.285714285714285+ACI-,+ACI-19.966666666666665+ACI-,+ACI-19.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-07+AC0-31,+ACI-Widget A+ACI-,16,2,7,3,2024,213,+ACI-19.857142857142858+ACI-,+ACI-20.133333333333333+ACI-,+ACI-14.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-08+AC0-01,+ACI-Widget A+ACI-,15,3,8,3,2024,214,+ACI-18.857142857142858+ACI-,+ACI-19.466666666666665+ACI-,+ACI-16.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-08+AC0-02,+ACI-Widget A+ACI-,21,4,8,3,2024,215,+ACI-18.714285714285715+ACI-,+ACI-19.7+ACI-,+ACI-15.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-08+AC0-03,+ACI-Widget A+ACI-,25,5,8,3,2024,216,+ACI-19.428571428571427+ACI-,+ACI-19.933333333333334+ACI-,+ACI-21.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-08+AC0-04,+ACI-Widget A+ACI-,24,6,8,3,2024,217,+ACI-19.142857142857142+ACI-,+ACI-20.333333333333332+ACI-,+ACI-25.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-08+AC0-05,+ACI-Widget A+ACI-,19,0,8,3,2024,218,+ACI-19.142857142857142+ACI-,+ACI-20.333333333333332+ACI-,+ACI-24.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-08+AC0-06,+ACI-Widget A+ACI-,23,1,8,3,2024,219,+ACI-20.428571428571427+ACI-,+ACI-20.433333333333334+ACI-,+ACI-19.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-08+AC0-07,+ACI-Widget A+ACI-,23,2,8,3,2024,220,+ACI-21.428571428571427+ACI-,+ACI-20.566666666666666+ACI-,+ACI-23.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-08+AC0-08,+ACI-Widget A+ACI-,14,3,8,3,2024,221,+ACI-21.285714285714285+ACI-,+ACI-20.333333333333332+ACI-,+ACI-23.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-08+AC0-09,+ACI-Widget A+ACI-,21,4,8,3,2024,222,+ACI-21.285714285714285+ACI-,+ACI-20.4+ACI-,+ACI-14.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-08+AC0-10,+ACI-Widget A+ACI-,30,5,8,3,2024,223,+ACI-22.0+ACI-,+ACI-20.6+ACI-,+ACI-21.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-08+AC0-11,+ACI-Widget A+ACI-,30,6,8,3,2024,224,+ACI-22.857142857142858+ACI-,+ACI-20.8+ACI-,+ACI-30.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-08+AC0-12,+ACI-Widget A+ACI-,31,0,8,3,2024,225,+ACI-24.571428571428573+ACI-,+ACI-21.2+ACI-,+ACI-30.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-08+AC0-13,+ACI-Widget A+ACI-,22,1,8,3,2024,226,+ACI-24.428571428571427+ACI-,+ACI-21.4+ACI-,+ACI-31.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-08+AC0-14,+ACI-Widget A+ACI-,17,2,8,3,2024,227,+ACI-23.571428571428573+ACI-,+ACI-21.366666666666667+ACI-,+ACI-22.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-08+AC0-15,+ACI-Widget A+ACI-,20,3,8,3,2024,228,+ACI-24.428571428571427+ACI-,+ACI-21.4+ACI-,+ACI-17.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-08+AC0-16,+ACI-Widget A+ACI-,22,4,8,3,2024,229,+ACI-24.571428571428573+ACI-,+ACI-21.3+ACI-,+ACI-20.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-08+AC0-17,+ACI-Widget A+ACI-,21,5,8,3,2024,230,+ACI-23.285714285714285+ACI-,+ACI-21.5+ACI-,+ACI-22.0+ACI-,+ACI-30.0+ACI-,,
2024+AC0-08+AC0-18,+ACI-Widget A+ACI-,21,6,8,3,2024,231,+ACI-22.0+ACI-,+ACI-21.5+ACI-,+ACI-21.0+ACI-,+ACI-30.0+ACI-,,
2024+AC0-08+AC0-19,+ACI-Widget A+ACI-,17,0,8,3,2024,232,+ACI-20.0+ACI-,+ACI-21.266666666666666+ACI-,+ACI-21.0+ACI-,+ACI-31.0+ACI-,,
2024+AC0-08+AC0-20,+ACI-Widget A+ACI-,28,1,8,3,2024,233,+ACI-20.857142857142858+ACI-,+ACI-21.533333333333335+ACI-,+ACI-17.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-08+AC0-21,+ACI-Widget A+ACI-,18,2,8,3,2024,234,+ACI-21.0+ACI-,+ACI-21.5+ACI-,+ACI-28.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-08+AC0-22,+ACI-Widget A+ACI-,24,3,8,3,2024,235,+ACI-21.571428571428573+ACI-,+ACI-21.466666666666665+ACI-,+ACI-18.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-08+AC0-23,+ACI-Widget A+ACI-,29,4,8,3,2024,236,+ACI-22.571428571428573+ACI-,+ACI-21.8+ACI-,+ACI-24.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-08+AC0-24,+ACI-Widget A+ACI-,23,5,8,3,2024,237,+ACI-22.857142857142858+ACI-,+ACI-21.833333333333332+ACI-,+ACI-29.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-08+AC0-25,+ACI-Widget A+ACI-,20,6,8,3,2024,238,+ACI-22.714285714285715+ACI-,+ACI-21.766666666666666+ACI-,+ACI-23.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-08+AC0-26,+ACI-Widget A+ACI-,28,0,8,3,2024,239,+ACI-24.285714285714285+ACI-,+ACI-22.033333333333335+ACI-,+ACI-20.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-08+AC0-27,+ACI-Widget A+ACI-,17,1,8,3,2024,240,+ACI-22.714285714285715+ACI-,+ACI-21.733333333333334+ACI-,+ACI-28.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-08+AC0-28,+ACI-Widget A+ACI-,31,2,8,3,2024,241,+ACI-24.571428571428573+ACI-,+ACI-22.133333333333333+ACI-,+ACI-17.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-08+AC0-29,+ACI-Widget A+ACI-,24,3,8,3,2024,242,+ACI-24.571428571428573+ACI-,+ACI-22.466666666666665+ACI-,+ACI-31.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-08+AC0-30,+ACI-Widget A+ACI-,17,4,8,3,2024,243,+ACI-22.857142857142858+ACI-,+ACI-22.5+ACI-,+ACI-24.0+ACI-,+ACI-29.0+ACI-,,
2024+AC0-08+AC0-31,+ACI-Widget A+ACI-,35,5,8,3,2024,244,+ACI-24.571428571428573+ACI-,+ACI-23.166666666666668+ACI-,+ACI-17.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-09+AC0-01,+ACI-Widget A+ACI-,21,6,9,3,2024,245,+ACI-24.714285714285715+ACI-,+ACI-23.166666666666668+ACI-,+ACI-35.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-09+AC0-02,+ACI-Widget A+ACI-,26,0,9,3,2024,246,+ACI-24.428571428571427+ACI-,+ACI-23.2+ACI-,+ACI-21.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-09+AC0-03,+ACI-Widget A+ACI-,27,1,9,3,2024,247,+ACI-25.857142857142858+ACI-,+ACI-23.3+ACI-,+ACI-26.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-09+AC0-04,+ACI-Widget A+ACI-,22,2,9,3,2024,248,+ACI-24.571428571428573+ACI-,+ACI-23.4+ACI-,+ACI-27.0+ACI-,+ACI-31.0+ACI-,,
2024+AC0-09+AC0-05,+ACI-Widget A+ACI-,30,3,9,3,2024,249,+ACI-25.428571428571427+ACI-,+ACI-23.633333333333333+ACI-,+ACI-22.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-09+AC0-06,+ACI-Widget A+ACI-,22,4,9,3,2024,250,+ACI-26.142857142857142+ACI-,+ACI-23.6+ACI-,+ACI-30.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-09+AC0-07,+ACI-Widget A+ACI-,17,5,9,3,2024,251,+ACI-23.571428571428573+ACI-,+ACI-23.7+ACI-,+ACI-22.0+ACI-,+ACI-35.0+ACI-,,
2024+AC0-09+AC0-08,+ACI-Widget A+ACI-,22,6,9,3,2024,252,+ACI-23.714285714285715+ACI-,+ACI-23.733333333333334+ACI-,+ACI-17.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-09+AC0-09,+ACI-Widget A+ACI-,28,0,9,3,2024,253,+ACI-24.0+ACI-,+ACI-23.666666666666668+ACI-,+ACI-22.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-09+AC0-10,+ACI-Widget A+ACI-,22,1,9,3,2024,254,+ACI-23.285714285714285+ACI-,+ACI-23.4+ACI-,+ACI-28.0+ACI-,+ACI-27.0+ACI-,,
2024+AC0-09+AC0-11,+ACI-Widget A+ACI-,17,2,9,3,2024,255,+ACI-22.571428571428573+ACI-,+ACI-22.933333333333334+ACI-,+ACI-22.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-09+AC0-12,+ACI-Widget A+ACI-,28,3,9,3,2024,256,+ACI-22.285714285714285+ACI-,+ACI-23.133333333333333+ACI-,+ACI-17.0+ACI-,+ACI-30.0+ACI-,,
2024+AC0-09+AC0-13,+ACI-Widget A+ACI-,28,4,9,3,2024,257,+ACI-23.142857142857142+ACI-,+ACI-23.5+ACI-,+ACI-28.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-09+AC0-14,+ACI-Widget A+ACI-,23,5,9,3,2024,258,+ACI-24.0+ACI-,+ACI-23.6+ACI-,+ACI-28.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-09+AC0-15,+ACI-Widget A+ACI-,22,6,9,3,2024,259,+ACI-24.0+ACI-,+ACI-23.6+ACI-,+ACI-23.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-09+AC0-16,+ACI-Widget A+ACI-,16,0,9,3,2024,260,+ACI-22.285714285714285+ACI-,+ACI-23.433333333333334+ACI-,+ACI-22.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-09+AC0-17,+ACI-Widget A+ACI-,21,1,9,3,2024,261,+ACI-22.142857142857142+ACI-,+ACI-23.433333333333334+ACI-,+ACI-16.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-09+AC0-18,+ACI-Widget A+ACI-,27,2,9,3,2024,262,+ACI-23.571428571428573+ACI-,+ACI-23.766666666666666+ACI-,+ACI-21.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-09+AC0-19,+ACI-Widget A+ACI-,19,3,9,3,2024,263,+ACI-22.285714285714285+ACI-,+ACI-23.466666666666665+ACI-,+ACI-27.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-09+AC0-20,+ACI-Widget A+ACI-,27,4,9,3,2024,264,+ACI-22.142857142857142+ACI-,+ACI-23.766666666666666+ACI-,+ACI-19.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-09+AC0-21,+ACI-Widget A+ACI-,25,5,9,3,2024,265,+ACI-22.428571428571427+ACI-,+ACI-23.8+ACI-,+ACI-27.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-09+AC0-22,+ACI-Widget A+ACI-,25,6,9,3,2024,266,+ACI-22.857142857142858+ACI-,+ACI-23.666666666666668+ACI-,+ACI-25.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-09+AC0-23,+ACI-Widget A+ACI-,23,0,9,3,2024,267,+ACI-23.857142857142858+ACI-,+ACI-23.666666666666668+ACI-,+ACI-25.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-09+AC0-24,+ACI-Widget A+ACI-,18,1,9,3,2024,268,+ACI-23.428571428571427+ACI-,+ACI-23.6+ACI-,+ACI-23.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-09+AC0-25,+ACI-Widget A+ACI-,27,2,9,3,2024,269,+ACI-23.428571428571427+ACI-,+ACI-23.566666666666666+ACI-,+ACI-18.0+ACI-,+ACI-27.0+ACI-,,
2024+AC0-09+AC0-26,+ACI-Widget A+ACI-,24,3,9,3,2024,270,+ACI-24.142857142857142+ACI-,+ACI-23.8+ACI-,+ACI-27.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-09+AC0-27,+ACI-Widget A+ACI-,30,4,9,3,2024,271,+ACI-24.571428571428573+ACI-,+ACI-23.766666666666666+ACI-,+ACI-24.0+ACI-,+ACI-27.0+ACI-,,
2024+AC0-09+AC0-28,+ACI-Widget A+ACI-,24,5,9,3,2024,272,+ACI-24.428571428571427+ACI-,+ACI-23.766666666666666+ACI-,+ACI-30.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-09+AC0-29,+ACI-Widget A+ACI-,26,6,9,3,2024,273,+ACI-24.571428571428573+ACI-,+ACI-24.066666666666666+ACI-,+ACI-24.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-09+AC0-30,+ACI-Widget A+ACI-,24,0,9,3,2024,274,+ACI-24.714285714285715+ACI-,+ACI-23.7+ACI-,+ACI-26.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-10+AC0-01,+ACI-Widget A+ACI-,26,1,10,4,2024,275,+ACI-25.857142857142858+ACI-,+ACI-23.866666666666667+ACI-,+ACI-24.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-10+AC0-02,+ACI-Widget A+ACI-,18,2,10,4,2024,276,+ACI-24.571428571428573+ACI-,+ACI-23.6+ACI-,+ACI-26.0+ACI-,+ACI-27.0+ACI-,,
2024+AC0-10+AC0-03,+ACI-Widget A+ACI-,20,3,10,4,2024,277,+ACI-24.0+ACI-,+ACI-23.366666666666667+ACI-,+ACI-18.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-10+AC0-04,+ACI-Widget A+ACI-,13,4,10,4,2024,278,+ACI-21.571428571428573+ACI-,+ACI-23.066666666666666+ACI-,+ACI-20.0+ACI-,+ACI-30.0+ACI-,,
2024+AC0-10+AC0-05,+ACI-Widget A+ACI-,21,5,10,4,2024,279,+ACI-21.142857142857142+ACI-,+ACI-22.766666666666666+ACI-,+ACI-13.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-10+AC0-06,+ACI-Widget A+ACI-,19,6,10,4,2024,280,+ACI-20.142857142857142+ACI-,+ACI-22.666666666666668+ACI-,+ACI-21.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-10+AC0-07,+ACI-Widget A+ACI-,20,0,10,4,2024,281,+ACI-19.571428571428573+ACI-,+ACI-22.766666666666666+ACI-,+ACI-19.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-10+AC0-08,+ACI-Widget A+ACI-,24,1,10,4,2024,282,+ACI-19.285714285714285+ACI-,+ACI-22.833333333333332+ACI-,+ACI-20.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-10+AC0-09,+ACI-Widget A+ACI-,26,2,10,4,2024,283,+ACI-20.428571428571427+ACI-,+ACI-22.766666666666666+ACI-,+ACI-24.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-10+AC0-10,+ACI-Widget A+ACI-,30,3,10,4,2024,284,+ACI-21.857142857142858+ACI-,+ACI-23.033333333333335+ACI-,+ACI-26.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-10+AC0-11,+ACI-Widget A+ACI-,31,4,10,4,2024,285,+ACI-24.428571428571427+ACI-,+ACI-23.5+ACI-,+ACI-30.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-10+AC0-12,+ACI-Widget A+ACI-,21,5,10,4,2024,286,+ACI-24.428571428571427+ACI-,+ACI-23.266666666666666+ACI-,+ACI-31.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-10+AC0-13,+ACI-Widget A+ACI-,28,6,10,4,2024,287,+ACI-25.714285714285715+ACI-,+ACI-23.266666666666666+ACI-,+ACI-21.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-10+AC0-14,+ACI-Widget A+ACI-,23,0,10,4,2024,288,+ACI-26.142857142857142+ACI-,+ACI-23.266666666666666+ACI-,+ACI-28.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-10+AC0-15,+ACI-Widget A+ACI-,25,1,10,4,2024,289,+ACI-26.285714285714285+ACI-,+ACI-23.366666666666667+ACI-,+ACI-23.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-10+AC0-16,+ACI-Widget A+ACI-,27,2,10,4,2024,290,+ACI-26.428571428571427+ACI-,+ACI-23.733333333333334+ACI-,+ACI-25.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-10+AC0-17,+ACI-Widget A+ACI-,25,3,10,4,2024,291,+ACI-25.714285714285715+ACI-,+ACI-23.866666666666667+ACI-,+ACI-27.0+ACI-,+ACI-30.0+ACI-,,
2024+AC0-10+AC0-18,+ACI-Widget A+ACI-,18,4,10,4,2024,292,+ACI-23.857142857142858+ACI-,+ACI-23.566666666666666+ACI-,+ACI-25.0+ACI-,+ACI-31.0+ACI-,,
2024+AC0-10+AC0-19,+ACI-Widget A+ACI-,24,5,10,4,2024,293,+ACI-24.285714285714285+ACI-,+ACI-23.733333333333334+ACI-,+ACI-18.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-10+AC0-20,+ACI-Widget A+ACI-,20,6,10,4,2024,294,+ACI-23.142857142857142+ACI-,+ACI-23.5+ACI-,+ACI-24.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-10+AC0-21,+ACI-Widget A+ACI-,30,0,10,4,2024,295,+ACI-24.142857142857142+ACI-,+ACI-23.666666666666668+ACI-,+ACI-20.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-10+AC0-22,+ACI-Widget A+ACI-,23,1,10,4,2024,296,+ACI-23.857142857142858+ACI-,+ACI-23.6+ACI-,+ACI-30.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-10+AC0-23,+ACI-Widget A+ACI-,20,2,10,4,2024,297,+ACI-22.857142857142858+ACI-,+ACI-23.5+ACI-,+ACI-23.0+ACI-,+ACI-27.0+ACI-,,
2024+AC0-10+AC0-24,+ACI-Widget A+ACI-,30,3,10,4,2024,298,+ACI-23.571428571428573+ACI-,+ACI-23.9+ACI-,+ACI-20.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-10+AC0-25,+ACI-Widget A+ACI-,25,4,10,4,2024,299,+ACI-24.571428571428573+ACI-,+ACI-23.833333333333332+ACI-,+ACI-30.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-10+AC0-26,+ACI-Widget A+ACI-,25,5,10,4,2024,300,+ACI-24.714285714285715+ACI-,+ACI-23.866666666666667+ACI-,+ACI-25.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-10+AC0-27,+ACI-Widget A+ACI-,19,6,10,4,2024,301,+ACI-24.571428571428573+ACI-,+ACI-23.5+ACI-,+ACI-25.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-10+AC0-28,+ACI-Widget A+ACI-,35,0,10,4,2024,302,+ACI-25.285714285714285+ACI-,+ACI-23.866666666666667+ACI-,+ACI-19.0+ACI-,+ACI-30.0+ACI-,,
2024+AC0-10+AC0-29,+ACI-Widget A+ACI-,11,1,10,4,2024,303,+ACI-23.571428571428573+ACI-,+ACI-23.366666666666667+ACI-,+ACI-35.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-10+AC0-30,+ACI-Widget A+ACI-,29,2,10,4,2024,304,+ACI-24.857142857142858+ACI-,+ACI-23.533333333333335+ACI-,+ACI-11.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-10+AC0-31,+ACI-Widget A+ACI-,26,3,10,4,2024,305,+ACI-24.285714285714285+ACI-,+ACI-23.533333333333335+ACI-,+ACI-29.0+ACI-,+ACI-30.0+ACI-,,
2024+AC0-11+AC0-01,+ACI-Widget A+ACI-,23,4,11,4,2024,306,+ACI-24.0+ACI-,+ACI-23.7+ACI-,+ACI-26.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-11+AC0-02,+ACI-Widget A+ACI-,24,5,11,4,2024,307,+ACI-23.857142857142858+ACI-,+ACI-23.833333333333332+ACI-,+ACI-23.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-11+AC0-03,+ACI-Widget A+ACI-,27,6,11,4,2024,308,+ACI-25.0+ACI-,+ACI-24.3+ACI-,+ACI-24.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-11+AC0-04,+ACI-Widget A+ACI-,22,0,11,4,2024,309,+ACI-23.142857142857142+ACI-,+ACI-24.333333333333332+ACI-,+ACI-27.0+ACI-,+ACI-35.0+ACI-,,
2024+AC0-11+AC0-05,+ACI-Widget A+ACI-,21,1,11,4,2024,310,+ACI-24.571428571428573+ACI-,+ACI-24.4+ACI-,+ACI-22.0+ACI-,+ACI-11.0+ACI-,,
2024+AC0-11+AC0-06,+ACI-Widget A+ACI-,28,2,11,4,2024,311,+ACI-24.428571428571427+ACI-,+ACI-24.666666666666668+ACI-,+ACI-21.0+ACI-,+ACI-29.0+ACI-,,
2024+AC0-11+AC0-07,+ACI-Widget A+ACI-,22,3,11,4,2024,312,+ACI-23.857142857142858+ACI-,+ACI-24.6+ACI-,+ACI-28.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-11+AC0-08,+ACI-Widget A+ACI-,22,4,11,4,2024,313,+ACI-23.714285714285715+ACI-,+ACI-24.466666666666665+ACI-,+ACI-22.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-11+AC0-09,+ACI-Widget A+ACI-,26,5,11,4,2024,314,+ACI-24.0+ACI-,+ACI-24.333333333333332+ACI-,+ACI-22.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-11+AC0-10,+ACI-Widget A+ACI-,24,6,11,4,2024,315,+ACI-23.571428571428573+ACI-,+ACI-24.1+ACI-,+ACI-26.0+ACI-,+ACI-27.0+ACI-,,
2024+AC0-11+AC0-11,+ACI-Widget A+ACI-,20,0,11,4,2024,316,+ACI-23.285714285714285+ACI-,+ACI-24.066666666666666+ACI-,+ACI-24.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-11+AC0-12,+ACI-Widget A+ACI-,15,1,11,4,2024,317,+ACI-22.428571428571427+ACI-,+ACI-23.633333333333333+ACI-,+ACI-20.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-11+AC0-13,+ACI-Widget A+ACI-,28,2,11,4,2024,318,+ACI-22.428571428571427+ACI-,+ACI-23.8+ACI-,+ACI-15.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-11+AC0-14,+ACI-Widget A+ACI-,23,3,11,4,2024,319,+ACI-22.571428571428573+ACI-,+ACI-23.733333333333334+ACI-,+ACI-28.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-11+AC0-15,+ACI-Widget A+ACI-,26,4,11,4,2024,320,+ACI-23.142857142857142+ACI-,+ACI-23.7+ACI-,+ACI-23.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-11+AC0-16,+ACI-Widget A+ACI-,19,5,11,4,2024,321,+ACI-22.142857142857142+ACI-,+ACI-23.5+ACI-,+ACI-26.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-11+AC0-17,+ACI-Widget A+ACI-,31,6,11,4,2024,322,+ACI-23.142857142857142+ACI-,+ACI-23.933333333333334+ACI-,+ACI-19.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-11+AC0-18,+ACI-Widget A+ACI-,24,0,11,4,2024,323,+ACI-23.714285714285715+ACI-,+ACI-23.933333333333334+ACI-,+ACI-31.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-11+AC0-19,+ACI-Widget A+ACI-,26,1,11,4,2024,324,+ACI-25.285714285714285+ACI-,+ACI-24.133333333333333+ACI-,+ACI-24.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-11+AC0-20,+ACI-Widget A+ACI-,20,2,11,4,2024,325,+ACI-24.142857142857142+ACI-,+ACI-23.8+ACI-,+ACI-26.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-11+AC0-21,+ACI-Widget A+ACI-,21,3,11,4,2024,326,+ACI-23.857142857142858+ACI-,+ACI-23.733333333333334+ACI-,+ACI-20.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-11+AC0-22,+ACI-Widget A+ACI-,31,4,11,4,2024,327,+ACI-24.571428571428573+ACI-,+ACI-24.1+ACI-,+ACI-21.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-11+AC0-23,+ACI-Widget A+ACI-,33,5,11,4,2024,328,+ACI-26.571428571428573+ACI-,+ACI-24.2+ACI-,+ACI-31.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-11+AC0-24,+ACI-Widget A+ACI-,22,6,11,4,2024,329,+ACI-25.285714285714285+ACI-,+ACI-24.1+ACI-,+ACI-33.0+ACI-,+ACI-31.0+ACI-,,
2024+AC0-11+AC0-25,+ACI-Widget A+ACI-,15,0,11,4,2024,330,+ACI-24.0+ACI-,+ACI-23.766666666666666+ACI-,+ACI-22.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-11+AC0-26,+ACI-Widget A+ACI-,22,1,11,4,2024,331,+ACI-23.428571428571427+ACI-,+ACI-23.866666666666667+ACI-,+ACI-15.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-11+AC0-27,+ACI-Widget A+ACI-,20,2,11,4,2024,332,+ACI-23.428571428571427+ACI-,+ACI-23.366666666666667+ACI-,+ACI-22.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-11+AC0-28,+ACI-Widget A+ACI-,24,3,11,4,2024,333,+ACI-23.857142857142858+ACI-,+ACI-23.8+ACI-,+ACI-20.0+ACI-,+ACI-21.0+ACI-,,
